UsingIp,longUrl,shortUrl,symbol,redirecting,prefixSuffix,SubDomains,Https,hasSsl,DomainRegLen,Favicon,NonStdPort,label,Url
0,0,0,0,0,0,0,0,0,1,1,0,good,http://www.keyframeonline.com/kf.php?op=voic
0,0,0,0,1,0,0,0,1,1,1,0,good,http://www.voicechasers.com/
0,0,0,0,0,0,0,0,0,1,1,0,good,http://www.taoslandandfilm.com/bradentnwkly.html
0,0,0,0,1,0,0,0,0,1,1,0,good,http://kathygarver.com/
0,0,0,0,0,0,0,0,0,1,1,0,good,http://www.dangilvezan.com/
0,0,0,0,1,1,0,0,1,1,1,0,good,http://www.tv-now.com/stars/gotfried.html
0,0,0,0,0,0,0,0,0,1,1,0,good,http://www.cdaccess.com/html/pc/midmovie.htm
0,1,0,0,0,0,0,0,0,1,1,0,good,http://genetic_mishap.tripod.com/landofthreenamedpeople/
0,1,0,0,1,0,0,0,1,1,1,0,good,http://www.angelfire.com/celeb/starzbios/gottfried_g.html
0,0,0,0,2,0,0,0,1,1,1,0,good,http://www.octopusmediaink.com/gilbertgottfried.html
0,0,0,0,1,0,0,0,1,1,1,0,good,http://citypaper.net/articles/022996/article001.shtml
0,1,0,0,1,0,0,0,1,0,1,0,good,http://jam.canoe.ca/movies/artists/g/gottfried_gilbert/1997/02/21/758674.html
0,1,0,0,1,0,0,0,1,1,1,0,good,http://www.voicechasers.com/database/showactor.php?actorid=2148
0,0,1,0,1,0,0,0,1,1,1,0,good,http://www.kylehebert.com/
0,0,0,0,1,0,0,0,1,1,1,0,good,http://www.serkworks.com/roommates/index.htm
0,0,0,0,0,0,0,0,0,1,1,0,good,http://www.armory.com/~keeper/jesshirt.html
0,1,0,0,1,0,0,0,1,1,1,0,good,http://www.voicechasers.com/database/showactor.php?actorid=1220
0,0,0,0,0,0,0,0,0,1,1,0,good,http://docharris.com/
